,Unnamed: 0,title,author,city,country,page,city_country,city_location,country_location,city_country_location,best_location,lat,lon,address,geocoded_address,geocoded_country
383,118,Illywhacker,Peter Carey,,Australia,Illywhacker,,,Australia,,Australia,-24.7761086,134.755,Australia,Australia,Australia
384,119,Cold Mountain,Charles Frazier,,USA,Cold Mountain (novel),,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
385,125,Anthills of the Savannah,Chinua Achebe,,West Africa,Anthills of the Savannah,,,"West Africa, Rue d'Auxonne, Faubourg Saint-Pierre, Université, Dijon, Côte-d'Or, Bourgogne – Franche-Comté, Metropolitan France, 21000, France",,"West Africa, Rue d'Auxonne, Faubourg Saint-Pierre, Université, Dijon, Côte-d'Or, Bourgogne – Franche-Comté, Metropolitan France, 21000, France",47.3138746,5.0488196,"West Africa, Rue d'Auxonne, Faubourg Saint-Pierre, Université, Dijon, Côte-d'Or, Bourgogne – Franche-Comté, Metropolitan France, 21000, France","Dijon, Bourgogne – Franche-Comté, France",France
386,133,Memoirs of Hadrian,Marguerite Yourcenar,,Roman Empire,Memoirs of Hadrian,,,"New Lotus House, 485, Roman Road, Old Ford, Bow, London Borough of Tower Hamlets, London, Greater London, England, E3 5LX, United Kingdom",,"New Lotus House, 485, Roman Road, Old Ford, Bow, London Borough of Tower Hamlets, London, Greater London, England, E3 5LX, United Kingdom",51.5322382,-0.033679,"New Lotus House, 485, Roman Road, Old Ford, Bow, London Borough of Tower Hamlets, London, Greater London, England, E3 5LX, United Kingdom","London, England, United Kingdom",United Kingdom
387,138,Small Things like These,Claire Keegan,,Ireland,Small Things Like These,,,Ireland,,Ireland,52.865196,-7.9794599,Ireland,Ireland,Ireland
388,144,Empire of the Moghul,Alex Rutherford (pen name for Diana and Michael Preston),,India,Empire of the Moghul,,,India,,India,22.3511148,78.6677428,India,India,India
389,148,The Dream of the Red Chamber,Cao Xueqin,,China,The Story of the Stone,,,China,,China,35.000074,104.999927,China,China,China
390,151,The Deer and the Cauldron,Jin Yong,,China,The Deer and the Cauldron,,,China,,China,35.000074,104.999927,China,China,China
391,156,If I Survive You,Jonathan Escoffery,,United States,If I Survive You,,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
392,160,Cartucho,Nellie Campobello,,Mexico,Cartucho,,,Mexico,,Mexico,23.6585116,-102.0077097,Mexico,Mexico,Mexico
393,167,The Knights of the Cross,Henryk Sienkiewicz,,Poland,The Knights of the Cross,,,Poland,,Poland,52.215933,19.134422,Poland,Poland,Poland
394,176,The Greenlanders,Jane Smiley,,Greenland,The Greenlanders,,,Greenland,,Greenland,71.81717990000001,-40.42631787355845,Greenland,Greenland,Greenland
395,178,The Home and the World,Rabindranath Tagore,,India,The Home and the World,,,India,,India,22.3511148,78.6677428,India,India,India
396,183,Les Misérables,"{'name': 'The author of this book had in his hands, in 1848, the special report on this subject made to the Prefect of Police in 1832.'}",,France,Les Misérables,,,France,,France,46.603354,1.8883335,France,France,France
397,186,The Life of Klim Samgin,Maksim Gorky,,Russia,The Life of Klim Samgin,,,Russia,,Russia,64.6863136,97.7453061,Russia,Russia,Russia
398,187,The Orenda,Joseph Boyden,,Canada,The Orenda,,,Canada,,Canada,61.0666922,-107.991707,Canada,Canada,Canada
399,188,The Glory,Herman Wouk,,Israel,The Glory,,,Israel,,Israel,30.8124247,34.8594762,Israel,Israel,Israel
400,190,Russka,Edward Rutherfurd,,Russia,Russka (novel),,,Russia,,Russia,64.6863136,97.7453061,Russia,Russia,Russia
401,192,Silence,Shūsaku Endō,,Japan,Silence (Endō novel),,,Japan,,Japan,36.5748441,139.2394179,Japan,Japan,Japan
402,207,The Red Badge of Courage,Stephen Crane,,United States,The Red Badge of Courage,,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
403,209,The Hope,Herman Wouk,,Israel,The Hope (novel),,,Israel,,Israel,30.8124247,34.8594762,Israel,Israel,Israel
404,210,And Quiet Flows the Don,Mikhail Aleksandrovich Sholokhov,,Russia,And Quiet Flows the Don,,,Russia,,Russia,64.6863136,97.7453061,Russia,Russia,Russia
405,212,The Fort,Bernard Cornwell,,United States,The Fort (novel),,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
406,214,The Haj,Leon Uris,,Near East,The Haj (novel),,,"Near East, Girne Caddesi, İplik Pazarı - Korkut Efendi, Kumsal, Lefkoşa, Lefkoşa Türk Belediyesi, Lefkoşa District, Northern Cyprus, 99010, Cyprus",,"Near East, Girne Caddesi, İplik Pazarı - Korkut Efendi, Kumsal, Lefkoşa, Lefkoşa Türk Belediyesi, Lefkoşa District, Northern Cyprus, 99010, Cyprus",35.1779199,33.3606891,"Near East, Girne Caddesi, İplik Pazarı - Korkut Efendi, Kumsal, Lefkoşa, Lefkoşa Türk Belediyesi, Lefkoşa District, Northern Cyprus, 99010, Cyprus","Lefkoşa, Northern Cyprus",Northern Cyprus
407,224,English Passengers,Matthew Kneale,,Tasmania,English Passengers,,,"Tasmania, Australia",,"Tasmania, Australia",-42.035067,146.6366887,"Tasmania, Australia","Tasmania, Australia",Australia
408,225,Redgauntlet,Walter Scott,,Scotland,Redgauntlet,,,"Scotland, United Kingdom",,"Scotland, United Kingdom",56.7861112,-4.1140518,"Scotland, United Kingdom","Scotland, United Kingdom",United Kingdom
409,242,The Book of Evidence,John Banville,,Ireland,The Book of Evidence,,,Ireland,,Ireland,52.865196,-7.9794599,Ireland,Ireland,Ireland
410,244,In a Strange Room,Damon Galgut,,South Africa,In a Strange Room,,,South Africa,,South Africa,-28.8166236,24.991639,South Africa,South Africa,South Africa
411,246,War and Peace,Leo Tolstoy,,Russia,War and Peace,,,Russia,,Russia,64.6863136,97.7453061,Russia,Russia,Russia
412,250,"Life in the Argentine Republic in the Days of the Tyrants; or, Civilization and Barbarism",Domingo Sarmiento,,Argentina,Facundo,,,Argentina,,Argentina,-34.9964963,-64.9672817,Argentina,Argentina,Argentina
413,253,The Riders,Tim Winton,,Ireland,The Riders,,,Ireland,,Ireland,52.865196,-7.9794599,Ireland,Ireland,Ireland
414,254,Child of All Nations,Pramoedya Ananta Toer,,Indonesia,Anak Semua Bangsa,,,Indonesia,,Indonesia,-2.4833826,117.8902853,Indonesia,Indonesia,Indonesia
415,258,El Conde Lucanor,Don Juan Manuel,,Spain,Tales of Count Lucanor,,,Spain,,Spain,39.3260685,-4.8379791,Spain,Spain,Spain
416,259,River God,Wilbur Smith,,Egypt,River God,,,Egypt,,Egypt,26.2540493,29.2675469,Egypt,Egypt,Egypt
417,260,The Remains of the Day,Kazuo Ishiguro,,United Kingdom,The Remains of the Day,,,United Kingdom,,United Kingdom,54.7023545,-3.2765753,United Kingdom,United Kingdom,United Kingdom
418,263,Figures in a Landscape,Barry England,,Unnamed country in the tropics,Figures in a Landscape,,,,,,,,,,
419,264,The Big Chapel,Thomas Kilroy,,Ireland,The Big Chapel,,,Ireland,,Ireland,52.865196,-7.9794599,Ireland,Ireland,Ireland
420,267,The Tale of the Heike,Unknown (Wikipedia article about a book),,Japan,The Tale of the Heike,,,Japan,,Japan,36.5748441,139.2394179,Japan,Japan,Japan
421,274,Captain Blood,Rafael Sabatini,,Caribbean,Captain Blood (novel),,,"Caribbean, Haiti",,"Caribbean, Haiti",18.4,-75.0,"Caribbean, Haiti",Haiti,Haiti
422,287,Iracema,José de Alencar,,Brazil,Iracema,,,Brazil,,Brazil,-10.3333333,-53.2,Brazil,Brazil,Brazil
423,289,Les Rois maudits,Maurice Druon,,France,Les Rois maudits,,,France,,France,46.603354,1.8883335,France,France,France
424,304,Count Belisarius,Robert Graves,,Byzantine Empire,Count Belisarius,,,,,,,,,,
425,309,An Artist of the Floating World,Kazuo Ishiguro,,Japan,An Artist of the Floating World,,,Japan,,Japan,36.5748441,139.2394179,Japan,Japan,Japan
426,312,My Theodosia,Anya Seton,,United States,My Theodosia,,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
427,314,The Lost Dog,Michelle de Kretser,,Australia,The Lost Dog,,,Australia,,Australia,-24.7761086,134.755,Australia,Australia,Australia
428,316,Ninety-Three,Victor Hugo,,France,Ninety-Three,,,France,,France,46.603354,1.8883335,France,France,France
429,317,Kristin Lavransdatter,Sigrid Undset,,Norway,Kristin Lavransdatter,,,Norway,,Norway,61.1529386,8.7876653,Norway,Norway,Norway
431,324,Rumours of Rain,André Brink,,South Africa,Rumours of Rain,,,South Africa,,South Africa,-28.8166236,24.991639,South Africa,South Africa,South Africa
433,340,A Place of Greater Safety,Hilary Mantel,,France,A Place of Greater Safety,,,France,,France,46.603354,1.8883335,France,France,France
434,351,Whirlwind,James Clavell,,Iran,Whirlwind (novel),,,Iran,,Iran,32.6475314,54.5643516,Iran,Iran,Iran
435,359,A Spell of Good Things,Ayọ̀bámi Adébáyọ̀,,Nigeria,A Spell of Good Things,,,Nigeria,,Nigeria,9.6000359,7.9999721,Nigeria,Nigeria,Nigeria
436,360,The Seven Moons of Maali Almeida,Shehan Karunatilaka,,Sri Lanka,The Seven Moons of Maali Almeida,,,Sri Lanka,,Sri Lanka,7.5554942,80.7137847,Sri Lanka,Sri Lanka,Sri Lanka
437,361,The Fencing Master,Arturo Pérez-Reverte,,Spain,The Fencing Master,,,Spain,,Spain,39.3260685,-4.8379791,Spain,Spain,Spain
438,362,Black Dogs,Ian McEwan,,France,Black Dogs,,,France,,France,46.603354,1.8883335,France,France,France
439,376,Cézanne's Quarry,Barbara Corrado Pope,,France,Cézanne’s Quarry,,,France,,France,46.603354,1.8883335,France,France,France
440,379,Royal Flash,George MacDonald Fraser,,Asia,Flashman (novel),,,Asia,,Asia,51.2086975,89.2343748,Asia,,
441,382,The Sunne in Splendour,Sharon Kay Penman,,England,The Sunne in Splendour,,,"England, United Kingdom",,"England, United Kingdom",52.5310214,-1.2649062,"England, United Kingdom","England, United Kingdom",United Kingdom
442,401,The Red Wheel,Aleksandr Solzhenitsyn,,Russia,The Red Wheel,,,Russia,,Russia,64.6863136,97.7453061,Russia,Russia,Russia
443,405,Musashi,Eiji Yoshikawa,,Japan,Musashi (novel),,,Japan,,Japan,36.5748441,139.2394179,Japan,Japan,Japan
444,407,I promessi sposi,Alessandro Manzoni,,Italy,The Betrothed (Manzoni novel),,,Italy,,Italy,42.6384261,12.674297,Italy,Italy,Italy
445,408,The Episodios Nacionales,Benito Pérez Galdós,,Spain,Episodios Nacionales,,,Spain,,Spain,39.3260685,-4.8379791,Spain,Spain,Spain
446,410,A Brief History of Seven Killings,Marlon James,,Jamaica,A Brief History of Seven Killings,,,Jamaica,,Jamaica,18.1850507,-77.3947693,Jamaica,Jamaica,Jamaica
447,411,Lion of Ireland,Morgan Llywelyn,,Ireland,Lion of Ireland,,,Ireland,,Ireland,52.865196,-7.9794599,Ireland,Ireland,Ireland
448,414,Khaak Aur Khoon,Nasīm Ḥijāzī,,Pakistan,Khaak aur Khoon,,,Pakistan,,Pakistan,30.3308401,71.247499,Pakistan,Pakistan,Pakistan
449,419,Masters of Rome,Colleen McCullough,,Rome,Masters of Rome,,,"Rome, Roma Capitale, Lazio, Italy",,"Rome, Roma Capitale, Lazio, Italy",41.8933203,12.4829321,"Rome, Roma Capitale, Lazio, Italy","Rome, Lazio, Italy",Italy
450,441,Shadow Sisters,unknown (as per Wikipedia article),,China,Chia Black Dragon,,,China,,China,35.000074,104.999927,China,China,China
451,442,God on the Rocks,Jane Gardam,,England,God on the Rocks,,,"England, United Kingdom",,"England, United Kingdom",52.5310214,-1.2649062,"England, United Kingdom","England, United Kingdom",United Kingdom
452,455,Wolf Hall,Hilary Mantel,,England,Wolf Hall,,,"England, United Kingdom",,"England, United Kingdom",52.5310214,-1.2649062,"England, United Kingdom","England, United Kingdom",United Kingdom
453,456,Maps for Lost Lovers,Nadeem Aslam,,England,Maps for Lost Lovers,,,"England, United Kingdom",,"England, United Kingdom",52.5310214,-1.2649062,"England, United Kingdom","England, United Kingdom",United Kingdom
454,458,The Year of the Runaways,Sunjeev Sahota,,UK,The Year of the Runaways,,,United Kingdom,,United Kingdom,54.7023545,-3.2765753,United Kingdom,United Kingdom,United Kingdom
455,459,Babouk,Guy Endore,,US,Babouk,,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
456,461,The Colony of Unrequited Dreams,Wayne Johnston,,Canada,The Colony of Unrequited Dreams,,,Canada,,Canada,61.0666922,-107.991707,Canada,Canada,Canada
457,471,Chanakya's Chant,Ashwin Sanghi,,India,Chanakya's Chant,,,India,,India,22.3511148,78.6677428,India,India,India
458,474,Romance of the Three Kingdoms,Luo Guanzhong,,China,Romance of the Three Kingdoms,,,China,,China,35.000074,104.999927,China,China,China
459,478,The Master of Hestviken,Sigrid Undset,,Norway,The Master of Hestviken,,,Norway,,Norway,61.1529386,8.7876653,Norway,Norway,Norway
460,482,Aangan,Khadija Mastoor,,Pakistan,Aangan (novel),,,Pakistan,,Pakistan,30.3308401,71.247499,Pakistan,Pakistan,Pakistan
461,487,Baltasar and Blimunda,José Saramago,,Portugal,Baltasar and Blimunda,,,Portugal,,Portugal,39.6621648,-8.1353519,Portugal,Portugal,Portugal
462,495,The Pickup,Nadine Gordimer,,South Africa,The Pickup,,,South Africa,,South Africa,-28.8166236,24.991639,South Africa,South Africa,South Africa
463,501,The Vivisector,Patrick White,,Australia,The Vivisector,,,Australia,,Australia,-24.7761086,134.755,Australia,Australia,Australia
464,503,The Chant of Jimmie Blacksmith,Thomas Keneally,,Australia,The Chant of Jimmie Blacksmith,,,Australia,,Australia,-24.7761086,134.755,Australia,Australia,Australia
465,505,The Ghost Road,Pat Barker,,Melanesia,The Ghost Road,,,"Melanesia, Western, Solomon Islands",,"Melanesia, Western, Solomon Islands",-9.05,158.75,"Melanesia, Western, Solomon Islands","Western, Solomon Islands",Solomon Islands
466,508,The Death of Crispin Dingle,Peter Carey,,Australia,Remembering Babylon,,,Australia,,Australia,-24.7761086,134.755,Australia,Australia,Australia
467,515,This Earth of Mankind,Pramoedya Ananta Toer,,Indonesia,Bumi Manusia,,,Indonesia,,Indonesia,-2.4833826,117.8902853,Indonesia,Indonesia,Indonesia
468,540,Season of the Jew,Maurice Shadbolt,,New Zealand,Season of the Jew,,,New Zealand,,New Zealand,-41.5000831,172.8344077,New Zealand,New Zealand,New Zealand
469,546,Texas,James Michener,,United States,Texas (novel),,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
470,551,Santa Evita,Tomás Eloy Martínez,,Argentina,Santa Evita,,,Argentina,,Argentina,-34.9964963,-64.9672817,Argentina,Argentina,Argentina
471,568,Imperial Woman,Pearl S. Buck,,China,Imperial Woman,,,China,,China,35.000074,104.999927,China,China,China
472,569,Vengeance,George Jonas,,Israel,Vengeance (Jonas book),,,Israel,,Israel,30.8124247,34.8594762,Israel,Israel,Israel
473,575,The Restraint of Beasts,Magnus Mills,,Scotland,The Restraint of Beasts,,,"Scotland, United Kingdom",,"Scotland, United Kingdom",56.7861112,-4.1140518,"Scotland, United Kingdom","Scotland, United Kingdom",United Kingdom
474,576,The Black Coat,Neamat Imam,,Bangladesh,The Black Coat,,,Bangladesh,,Bangladesh,24.4769288,90.2934413,Bangladesh,Bangladesh,Bangladesh
475,578,The Luminaries,Eleanor Catton,,New Zealand,The Luminaries,,,New Zealand,,New Zealand,-41.5000831,172.8344077,New Zealand,New Zealand,New Zealand
476,592,Caballero: A Historical Novel,Jovita González and Eve Raleigh,,Mexico,Caballero: A Historical Novel,,,Mexico,,Mexico,23.6585116,-102.0077097,Mexico,Mexico,Mexico
477,593,The Sorrow of War,Bảo Ninh,,Vietnam,The Sorrow of War,,,Vietnam,,Vietnam,15.9266657,107.9650855,Vietnam,Vietnam,Vietnam
478,598,The Long Song,Andrea Levy,,Jamaica,The Long Song,,,Jamaica,,Jamaica,18.1850507,-77.3947693,Jamaica,Jamaica,Jamaica
479,599,The Conservationist,Nadine Gordimer,,South Africa,The Conservationist,,,South Africa,,South Africa,-28.8166236,24.991639,South Africa,South Africa,South Africa
480,602,Sixty Lights,Gail Jones,,Australia,Sixty Lights,,,Australia,,Australia,-24.7761086,134.755,Australia,Australia,Australia
481,604,The Long Take,Robin Robertson,,United States,The Long Take,,,United States,,United States,39.7837304,-100.445882,United States,United States,United States
482,606,the bone people,Keri Hulme,,New Zealand,The Bone People,,,New Zealand,,New Zealand,-41.5000831,172.8344077,New Zealand,New Zealand,New Zealand
483,626,The Little Stranger,Sarah Waters,,United Kingdom,The Little Stranger,,,United Kingdom,,United Kingdom,54.7023545,-3.2765753,United Kingdom,United Kingdom,United Kingdom
484,631,The Testaments,Margaret Atwood,,Canada,The Testaments,,,Canada,,Canada,61.0666922,-107.991707,Canada,Canada,Canada
485,634,Skios,Michael Frayn,,Greece,Skios,,,Greece,,Greece,38.9953683,21.9877132,Greece,Greece,Greece
486,637,Katherine,Anya Seton,,England,Katherine (Seton novel),,,"England, United Kingdom",,"England, United Kingdom",52.5310214,-1.2649062,"England, United Kingdom","England, United Kingdom",United Kingdom
487,639,La vida y hechos de Estebanillo González,Unknown,,Spain,Estebanillo González,,,Spain,,Spain,39.3260685,-4.8379791,Spain,Spain,Spain
488,642,What's Bred in the Bone,Robertson Davies,,Canada,What's Bred in the Bone,,,Canada,,Canada,61.0666922,-107.991707,Canada,Canada,Canada
489,646,The Wake,Paul Kingsnorth,,England,The Wake (novel),,,"England, United Kingdom",,"England, United Kingdom",52.5310214,-1.2649062,"England, United Kingdom","England, United Kingdom",United Kingdom
490,650,Bring Up the Bodies,Hilary Mantel,,England,Bring Up the Bodies,,,"England, United Kingdom",,"England, United Kingdom",52.5310214,-1.2649062,"England, United Kingdom","England, United Kingdom",United Kingdom
491,651,Under the Frog,Tibor Fischer,,Hungary,Under the Frog,,,Hungary,,Hungary,47.1817585,19.5060937,Hungary,Hungary,Hungary
492,654,Lost Children Archive,Valeria Luiselli,,U.S.,Lost Children Archive,,,"U&S, 61, Bahnhofstraße, Wiesenviertel, Witten-Mitte, Witten, Ennepe-Ruhr-Kreis, North Rhine-Westphalia, 58452, Germany",,"U&S, 61, Bahnhofstraße, Wiesenviertel, Witten-Mitte, Witten, Ennepe-Ruhr-Kreis, North Rhine-Westphalia, 58452, Germany",51.4376108,7.3303862,"U&S, 61, Bahnhofstraße, Wiesenviertel, Witten-Mitte, Witten, Ennepe-Ruhr-Kreis, North Rhine-Westphalia, 58452, Germany","North Rhine-Westphalia, Germany",Germany
493,663,From Scenes Like These,Gordon Williams,,Scotland,From Scenes Like These,,,"Scotland, United Kingdom",,"Scotland, United Kingdom",56.7861112,-4.1140518,"Scotland, United Kingdom","Scotland, United Kingdom",United Kingdom
494,672,Aag Ka Darya,Qurratulain Hyder,,India,Aag Ka Darya,,,India,,India,22.3511148,78.6677428,India,India,India
495,675,The Kingdom of This World,Alejo Carpentier,,Haiti,The Kingdom of This World,,,Haiti,,Haiti,19.1399952,-72.3570972,Haiti,Haiti,Haiti
